0.000000000000000000e+00 7.306832697378902175e-01
1.001001001001000992e-02 5.331708394198241274e-01
2.002002002002001985e-02 9.352771682030242006e-01
3.003003003003002977e-02 5.143989720973374258e-01
4.004004004004003969e-02 7.359878995450667150e-01
5.005005005005004615e-02 4.218433797320182976e-01
6.006006006006005954e-02 5.381127699098889883e-01
7.007007007007007293e-02 4.396123014130573492e-01
8.008008008008007939e-02 4.244580993183609263e-01
9.009009009009008584e-02 3.410343495359499655e-01
1.001001001001000923e-01 -2.347805163227467684e-03
1.101101101101101126e-01 2.448726809103330404e-01
1.201201201201201191e-01 6.352875109894456918e-02
1.301301301301301394e-01 3.875845045479361373e-01
1.401401401401401459e-01 8.595191093843818075e-02
1.501501501501501523e-01 3.338416603840058117e-02
1.601601601601601588e-01 1.265557448632376458e-01
1.701701701701701652e-01 3.123845295594770977e-02
1.801801801801801717e-01 1.147205379210389509e-01
1.901901901901901781e-01 -8.142802171220071827e-02
2.002002002002001846e-01 2.544616886968651404e-01
2.102102102102102188e-01 -2.751240114533369807e-01
2.202202202202202252e-01 8.511605154696649800e-03
2.302302302302302317e-01 -1.026118746387503083e-01
2.402402402402402382e-01 -4.343025601295051885e-01
2.502502502502502724e-01 -1.759182998702366052e-01
2.602602602602602788e-01 -1.752951083426928791e-01
2.702702702702702853e-01 -3.934773176808786799e-01
2.802802802802802917e-01 -2.060669323283918497e-01
2.902902902902902982e-01 -2.401670700911478218e-01
3.003003003003003046e-01 -4.137100064171441716e-01
3.103103103103103111e-01 -5.409328409878102484e-01
3.203203203203203175e-01 -5.039467848602739997e-01
3.303303303303303240e-01 -2.361045782703692364e-01
3.403403403403403304e-01 -1.043174759033864696e-01
3.503503503503503369e-01 -5.920188719039877201e-01
3.603603603603603434e-01 -3.710467632987410336e-01
3.703703703703703498e-01 -7.023054183335364353e-01
3.803803803803803563e-01 -5.657237691341557850e-01
3.903903903903903627e-01 -3.967877622130359661e-01
4.004004004004003692e-01 -5.872933048316574256e-01
4.104104104104104311e-01 -4.557179266156110575e-01
4.204204204204204376e-01 -4.393860645758759231e-01
4.304304304304304440e-01 -4.224920789853033876e-01
4.404404404404404505e-01 -6.194390522250022846e-01
4.504504504504504570e-01 -5.569894735226126326e-01
4.604604604604604634e-01 -5.466081636413570033e-01
4.704704704704704699e-01 -7.106345374417020189e-01
4.804804804804804763e-01 -8.050628245020674534e-01
4.904904904904904828e-01 -5.838127612180149528e-01
5.005005005005005447e-01 -7.469620439070862039e-01
5.105105105105105512e-01 -7.658841119777128892e-01
