0.000000000000000000e+00 -4.563909385340758629e-02
1.001001001001000992e-02 2.821961873750217231e-01
2.002002002002001985e-02 1.965512471932508443e-01
3.003003003003002977e-02 6.509394120643693382e-01
4.004004004004003969e-02 7.396900936123333992e-01
5.005005005005004615e-02 1.533324066057989654e+00
6.006006006006005954e-02 2.907136507150177573e-01
7.007007007007007293e-02 9.931973963683167206e-01
8.008008008008007939e-02 -2.462052636851487231e-01
9.009009009009008584e-02 1.186136664153948805e+00
1.001001001001000923e-01 -3.177207008672219279e-01
1.101101101101101126e-01 1.226860797584772289e-03
1.201201201201201191e-01 -5.568318239904035405e-02
1.301301301301301394e-01 7.629081032946241070e-01
1.401401401401401459e-01 -9.333464051753923019e-02
1.501501501501501523e-01 -7.531960037446270295e-01
1.601601601601601588e-01 4.705486963200319339e-01
1.701701701701701652e-01 1.590455042862826684e-01
1.801801801801801717e-01 4.219397023249524259e-01
1.901901901901901781e-01 1.021020252288098312e-01
2.002002002002001846e-01 -1.066256230406319450e+00
2.102102102102102188e-01 -8.923518567746839825e-01
2.202202202202202252e-01 3.795981292184596456e-01
2.302302302302302317e-01 1.369907182404901669e-01
2.402402402402402382e-01 1.160909977915886238e+00
2.502502502502502724e-01 1.411586609126273539e-01
2.602602602602602788e-01 2.276092498553337340e-01
2.702702702702702853e-01 -7.931641765221475460e-02
2.802802802802802917e-01 3.204029822835617880e-01
2.902902902902902982e-01 -4.413757410804023396e-01
3.003003003003003046e-01 -4.042723610882299479e-01
3.103103103103103111e-01 -2.789076053118307308e-01
3.203203203203203175e-01 4.629780864808408225e-01
3.303303303303303240e-01 -1.097022804431831755e+00
3.403403403403403304e-01 -6.638256668666300264e-01
3.503503503503503369e-01 5.593408647884168250e-01
3.603603603603603434e-01 -5.777735223701200296e-01
3.703703703703703498e-01 -8.868239605177420382e-01
3.803803803803803563e-01 1.478770736039405898e-01
3.903903903903903627e-01 -1.186663374535488868e+00
4.004004004004003692e-01 -6.597965262111042950e-01
4.104104104104104311e-01 -9.440185038579161914e-01
